Steam ID,Archetype_1,Archetype_2,Archetype_3,Archetype_4,Archetype_5,Segment_Label
76561197960269409,0.6700285592536267,-4.1683430674225386e-16,6.031830971321087e-16,0.1191694374848623,0.21080200326151086,0
76561197962437769,0.464510987430624,-5.979394169326935e-15,0.2285981035817038,0.2860137605666137,0.020877148421064577,0
76561197963260222,0.4604670316835498,2.4659396975449254e-14,2.563269968857107e-14,0.37916802530807225,0.1603649430083276,0
76561197963740541,0.22446069397708174,-7.362591091115833e-17,0.6643777400678061,2.3978640809468736e-15,0.11116156595510984,2
76561197964099717,0.06449914157604228,0.07514226016799073,0.6885801092758785,0.10652561636699312,0.06525287261309533,2
76561197970569635,0.8251032113503286,0.14811615955210095,1.1235251024014808e-16,0.019621020351704557,0.007159608745865837,0
76561197970698176,-7.786676566121632e-17,0.4673587507254506,0.25670803448066826,0.1784673616152298,0.09746585317865145,1
76561197970816943,0.16341882398382315,3.106148099463807e-14,0.5839548900967759,0.2526262859193638,6.041604985787276e-15,2
76561197971757081,0.3898574037391879,1.619257797436801e-14,0.4403670558889301,0.1697755403718623,3.4961412338192983e-15,2
76561197974286855,0.39500722346955713,1.687528558938711e-15,0.40723454146595583,0.07163051250593479,0.1261277225585506,2
76561197976281073,0.2129248016282436,-3.607120833337282e-14,0.574682133594693,0.07077745730487495,0.1416156074722246,2
76561197977775722,0.708320781256394,0.10791248704876645,8.160992617805609e-16,0.16452086659370724,0.019245865101131587,0
76561197977935089,0.19369709082140224,0.44789212036865755,-2.512894290774653e-16,0.190426138353787,0.1679846504561535,1
76561197980320608,0.4771484488857106,-3.296433677575549e-12,0.48166577060394034,8.607072535910534e-12,0.04118578050503838,2
76561197983588742,0.0838014108406228,5.185608531506034e-15,0.49738292081400726,0.10840550015013908,0.31041016819522566,2
76561197985705149,0.051282330019499944,0.5429439021592584,0.2717518573147141,0.10341517300874264,0.030606737497784905,1
76561197986997483,0.30500219905346726,0.29425592403592665,0.15872254660328136,0.17989919296057338,0.06212013734675146,0
76561197991784193,0.3541625757153396,0.22577853829570158,0.2455892357915536,0.1106410995292802,0.06382855066812522,0
76561197992783558,0.05680971022031014,1.0630937295868962e-13,-3.024656545431553e-14,0.4111474550329396,0.5320428347466742,4
76561197992939661,0.7707235650544076,0.20566286739975725,-3.183750506100983e-16,0.023613567545835518,-2.1430774554569585e-17,0
76561197993895820,0.451458216880594,-8.790022171619252e-13,0.5321172005859894,0.008670168129905325,0.0077544144043901675,2
76561197996378643,2.7237131917684818e-17,0.9571950577928977,-2.0834880498214855e-17,0.04280494220710186,3.55662545662129e-16,1
76561197996907347,0.23744821317454828,2.9689511223885052e-15,0.3649808084783077,0.2160882807434171,0.18148269760372396,2
76561197996986882,0.017971409421084092,0.7276461457771065,4.744181626574741e-16,0.1438288588896588,0.11055358591214995,1
76561197997004952,8.102250775106349e-16,1.1839973465474627e-15,0.8000524064649649,0.05007837695360521,0.14986921658142796,2
76561197998141809,0.08827142022972555,8.312831742147651e-15,-3.64618115290248e-14,0.8895129975050242,0.022215582265278415,3
76561197998383791,0.3380054749716248,1.9104828455070156e-15,0.3371350045211924,0.12550622686230184,0.199353293644879,0
76561197999259031,0.8166401507743051,-7.983268982335025e-17,3.26773688282289e-16,0.10086465017500629,0.08249519905068842,0
76561197999482693,0.043105942623647836,1.3076586609234527e-16,0.7950884152767768,0.08003261788217389,0.08177302421740137,2
76561198002458772,0.25831463625297574,-2.5782463186976856e-15,0.40439077970468446,0.11808787116854685,0.2192067128737955,2
76561198003412713,0.4154023656484279,-1.0807031618546333e-14,0.26230973932548096,0.09714594372057506,0.22514195130552694,0
76561198004559773,0.3828005019182946,2.2012418131678203e-13,0.38725754262357065,0.041379343272049875,0.18856261218586481,2
76561198004572694,0.3141516119465169,0.03781649481018789,0.4659644115563728,0.09704785341735278,0.08501962826956971,2
76561198006756264,0.6574838399165018,1.2836953722228372e-16,-6.730727086790012e-16,0.14033064556426228,0.20218551451923636,0
76561198006850313,0.5452525208480711,-5.048205255615649e-16,0.3443820220504438,0.04719813416044458,0.06316732294104098,0
76561198006906614,2.3500923429509157e-11,2.273836674504537e-11,2.3736623777637078e-11,0.9999999999268221,3.2019387141701827e-12,3
76561198009353718,0.3310417575608854,-1.0555884508503532e-13,0.2945986334860011,0.13594206186545985,0.23841754708775914,0
76561198011248114,0.1541659146163412,0.5573587714002729,0.15929258392129983,0.07670947249353964,0.052473257568546476,1
76561198011413162,0.549697380256015,-1.0851707656916325e-14,0.13104321588426274,0.1746928923564345,0.14456651150329866,0
76561198011617878,0.3486701526101213,0.5648214533537121,0.022517129728734882,0.029119529892067595,0.03487173441536413,1
76561198011778207,0.15685022855292147,0.4444351407385238,0.11691182583073673,0.16334125228776478,0.11846155259005328,1
76561198011803825,0.03535046148301943,-9.502969329035375e-15,0.742556007671826,0.07735794585451797,0.14473558499064615,2
76561198012450682,0.3583495199758451,-6.056654010941864e-14,0.20027194636485604,0.06241569667101484,0.3789628369883447,4
76561198013735074,0.23767865276689998,0.2595715988826004,0.015256104638443716,0.3094651657598209,0.1780284779522351,3
76561198019915068,0.4012048096427204,7.080411885582365e-14,0.5460025489408116,0.006554657336618745,0.04623798407977859,2
76561198020340815,0.24266995710324546,-4.987621244924746e-14,0.37995158983906147,0.23517878393229194,0.142199669125451,2
76561198022439862,0.6502284850803898,3.8108744138232463e-16,2.3599732466028673e-15,0.19919194210367086,0.15057957281593673,0
76561198025344110,0.7435021971995203,-9.042210718701528e-14,0.1509713382840309,0.039278101533880574,0.06624836298265867,0
76561198025545215,0.23549451861140386,0.006698939745427916,0.5631254381376206,0.06471640233946405,0.1299647011660835,2
76561198025583859,-9.3514329156927e-15,0.30707154965484373,-7.216101111617906e-15,0.5842910339489649,0.10863741639620803,3
76561198025679656,3.1085907112076746e-14,8.148810509995484e-15,0.8012023976316124,0.106084531513259,0.0927130708550894,2
76561198026073059,0.32323762518774546,-2.6849266900565957e-14,0.5224033923959919,0.010342571190710312,0.14401641122557918,2
76561198031295465,0.41180743514740314,8.09707806947485e-13,0.49033398859326494,0.032914150397448216,0.06494442586107403,2
76561198031720187,0.32728602458101685,1.4425873729478283e-13,0.5222661303871637,0.031874233075875266,0.11857361195579974,2
76561198032398246,2.014459555355548e-16,0.9083109834801735,0.03847708978135192,0.053211926738473615,8.669084384647288e-16,1
76561198032898393,0.5298858619387298,-8.386242328572473e-15,0.30195021574487485,0.07276318198996856,0.09540074032643524,0
