Steam ID,Archetype_1,Archetype_2,Archetype_3,Archetype_4,Segment_Label
76561197960269409,0.17798609441455884,0.6188320327900602,-1.812340513578698e-15,0.2031818727953829,1
76561197962437769,1.0212730664082142e-12,0.6715614052572763,1.8494595549768673e-13,0.32843859474151754,1
76561197977935089,0.1375392735690618,0.07516404888821948,0.46490464601717085,0.3223920315255479,2
76561197983588742,0.20994026439029895,0.19314048749882717,0.49831155653024933,0.09860769158062459,2
76561197985705149,7.487066522315896e-15,0.5206837240069196,-4.22855262814154e-15,0.4793162759930772,1
76561197986997483,-5.42902039357165e-16,0.6607565229894599,0.12459708953368162,0.214646387476859,1
76561197992783558,0.2469873975397406,0.22141876471929406,0.23875100159271298,0.29284283614825235,3
76561197992939661,0.03702448482219954,0.6189926262400983,-2.1234069540791793e-14,0.3439828889377232,1
76561197996907347,0.0074197809758862945,0.6188823806104827,-1.8346021035554238e-16,0.3736978384136312,1
76561197998383791,-4.8851032810950934e-15,0.21246620043355385,0.3176398696091977,0.4698939299572534,3
76561198004559773,0.11823268408004488,0.40978213532289515,-9.504705201521803e-18,0.47198518059705996,3
76561198006756264,0.08212372581663503,0.7071316451428672,0.07504793591388507,0.13569669312661267,1
76561198011778207,0.03230395169250016,0.8502047704916937,0.059764239486162864,0.05772703832964327,1
76561198012450682,0.24656342211607465,0.501902676477005,-3.496552006265752e-18,0.2515339014069203,1
76561198037222425,-1.2012613126444194e-13,1.0000000000005076,-2.1260770921571748e-14,-3.6626257582383914e-13,1
76561198037246903,1.0000000000004547,-3.319566843629218e-14,-9.00390872971002e-14,-3.3162361745553426e-13,0
76561198040729539,0.3618201691338637,0.3046771291926042,4.466343744499723e-15,0.3335027016735275,0
76561198042114922,0.2046599518646562,0.2909370745357609,-1.2998567608564493e-17,0.504402973599583,3
76561198043040051,-9.141298829007383e-12,-2.9715119254092315e-12,3.7192471324942744e-14,1.0000000000120757,3
76561198046731438,0.19704130178283835,0.38983520809003824,5.366177337554068e-15,0.4131234901271181,3
76561198049611174,-1.565677591782654e-16,0.28585263612438144,0.06833224533991336,0.6458151185357054,3
76561198061669144,5.2692225582795515e-17,0.01085482104775127,0.7173787365837072,0.27176644236854136,2
76561198064055378,0.061122349275687764,0.102828242117238,0.4996315642607305,0.33641784434634364,2
76561198064800033,0.3691168336306925,6.208683740738241e-16,0.3262773872482907,0.3046057791210163,0
76561198068123705,-1.1709383462843418e-16,0.031078014937752994,0.5814106356110373,0.38751134945120974,2
76561198088342032,0.005040003569251168,-1.499842179337821e-16,0.711147036347868,0.28381296008288087,2
76561198121696622,6.8244021544928096e-15,0.35421272458979175,3.7402613617452967e-16,0.6457872754102012,3
76561198147075448,0.04808424181576244,0.2823734681168579,0.2886425770464278,0.3808997130209518,3
76561198151246013,0.27940934605543954,0.38716539092865476,-8.211747254405211e-16,0.3334252630159065,1
76561198159956177,-5.62158826433734e-17,0.08965716383704657,0.4360054904184006,0.47433734574455294,3
76561198192893105,0.07570888028375584,0.6065900390162786,0.31770108069996533,6.363707885582679e-17,1
76561198201248007,1.250356155418908e-15,0.5157682934337613,0.019486536540423604,0.464745170025814,1
76561198328154513,0.026158786066834094,6.548581121812447e-17,1.3227266504323154e-17,0.9738412139331658,3
76561198336656213,-1.746172650918254e-14,0.43552681753264394,2.0509493924060042e-14,0.564473182467353,3
76561198354879869,1.2545520178264269e-14,1.3877787807814457e-16,0.9999999999999888,-1.4432899320127035e-15,2
76561198379680951,0.08482343000617668,6.3297431268074e-16,0.8399664757119769,0.07521009428184586,2
76561198380925613,0.4312456182938006,2.0572029967154276e-15,0.18681788892412693,0.3819364927820704,0
76561198397520727,-1.214306433183765e-17,0.24866492512594163,0.5656827882657998,0.1856522866082587,2
76561198731493400,0.10984398108295537,0.3213840298973832,3.560574144551021e-15,0.568771989019658,3
76561198796747013,-4.822531263215524e-16,9.422225145203977e-16,0.5306942943758495,0.4693057056241501,2
76561198826718196,0.4109874779072462,0.04491694868264181,-1.1887938008124654e-15,0.5440955734101133,3
76561198885069362,0.1240700408017546,0.6087730283662539,2.096993074626258e-15,0.26715693083198944,1
76561199027285610,-1.2435798918408716e-16,0.259876883999589,0.37531974320912415,0.364803372791287,2
76561199131606199,0.32150298031778807,0.03765260661270338,0.17961167671173406,0.46123273635777456,3
