No,Steam ID,Total Game,Total Achievement,Total Playtime,Topic Dominan,Genre Dominan
1,76561197960269409,9,130,28.168518518518518,5,2
2,76561197960269409,9,130,28.168518518518518,5,6
3,76561197960269409,9,130,28.168518518518518,5,8
4,76561197977935089,10,72,44.086666666666666,5,1
5,76561197977935089,10,72,44.086666666666666,5,10
6,76561197977935089,10,72,44.086666666666666,5,12
7,76561197983588742,10,155,19.361666666666668,5,1
8,76561197983588742,10,155,19.361666666666668,5,2
9,76561197983588742,10,155,19.361666666666668,5,6
10,76561197986997483,7,87,3.0023809523809524,5,2
11,76561197986997483,7,87,3.0023809523809524,5,6
12,76561197986997483,7,87,3.0023809523809524,5,3
13,76561197992783558,6,275,12.547222222222222,4,6
14,76561197992783558,6,275,12.547222222222222,4,1
15,76561197992783558,6,275,12.547222222222222,4,8
16,76561197992939661,6,112,78.81388888888888,0,12
17,76561197992939661,6,112,78.81388888888888,0,5
18,76561197992939661,6,112,78.81388888888888,0,6
19,76561197998383791,7,43,5.711904761904762,7,1
20,76561197998383791,7,43,5.711904761904762,7,6
21,76561197998383791,7,43,5.711904761904762,7,2
22,76561198004559773,7,101,56.457142857142856,23,1
23,76561198004559773,7,101,56.457142857142856,23,8
24,76561198004559773,7,101,56.457142857142856,23,2
25,76561198006756264,11,143,19.957575757575757,18,2
26,76561198006756264,11,143,19.957575757575757,18,12
27,76561198006756264,11,143,19.957575757575757,18,8
28,76561198011778207,9,68,18.37037037037037,15,1
29,76561198011778207,9,68,18.37037037037037,15,10
30,76561198011778207,9,68,18.37037037037037,15,6
31,76561198012450682,7,73,57.23809523809524,2,6
32,76561198012450682,7,73,57.23809523809524,2,2
33,76561198012450682,7,73,57.23809523809524,2,8
34,76561198037222425,6,28,9.177777777777779,2,6
35,76561198037222425,6,28,9.177777777777779,2,12
36,76561198037222425,6,28,9.177777777777779,2,2
37,76561198037246903,13,481,40.02948717948718,6,1
38,76561198037246903,13,481,40.02948717948718,6,6
39,76561198037246903,13,481,40.02948717948718,6,12
40,76561198042114922,7,79,116.75,12,1
41,76561198042114922,7,79,116.75,12,8
42,76561198042114922,7,79,116.75,12,2
43,76561198046731438,7,62,18.67142857142857,1,1
44,76561198046731438,7,62,18.67142857142857,1,12
45,76561198046731438,7,62,18.67142857142857,1,6
46,76561198061669144,7,24,16.854761904761904,4,6
47,76561198061669144,7,24,16.854761904761904,4,1
48,76561198061669144,7,24,16.854761904761904,4,8
49,76561198064055378,10,84,36.26833333333333,0,1
50,76561198064055378,10,84,36.26833333333333,0,6
51,76561198064055378,10,84,36.26833333333333,0,10
52,76561198064800033,9,473,789.0407407407407,6,1
53,76561198064800033,9,473,789.0407407407407,6,6
54,76561198064800033,9,473,789.0407407407407,6,2
55,76561198068123705,8,38,50.96041666666666,14,2
56,76561198068123705,8,38,50.96041666666666,14,1
57,76561198068123705,8,38,50.96041666666666,14,6
58,76561198088342032,7,118,8.835714285714285,12,1
59,76561198088342032,7,118,8.835714285714285,12,6
60,76561198088342032,7,118,8.835714285714285,12,2
61,76561198147075448,9,103,8.25,7,1
62,76561198147075448,9,103,8.25,7,2
63,76561198147075448,9,103,8.25,7,10
64,76561198151246013,7,155,24.50714285714286,2,1
65,76561198151246013,7,155,24.50714285714286,2,8
66,76561198151246013,7,155,24.50714285714286,2,6
67,76561198192893105,10,36,15.346666666666668,1,12
68,76561198192893105,10,36,15.346666666666668,1,6
69,76561198192893105,10,36,15.346666666666668,1,8
70,76561198201248007,7,41,6.8238095238095235,14,1
71,76561198201248007,7,41,6.8238095238095235,14,2
72,76561198201248007,7,41,6.8238095238095235,14,6
73,76561198354879869,10,84,11.475,1,1
74,76561198354879869,10,84,11.475,1,6
75,76561198354879869,10,84,11.475,1,2
76,76561198379680951,9,161,79.71296296296298,7,1
77,76561198379680951,9,161,79.71296296296298,7,2
78,76561198379680951,9,161,79.71296296296298,7,6
79,76561198380925613,8,74,159.55,0,1
80,76561198380925613,8,74,159.55,0,5
81,76561198380925613,8,74,159.55,0,2
82,76561198397520727,8,52,13.370833333333334,6,1
83,76561198397520727,8,52,13.370833333333334,6,8
84,76561198397520727,8,52,13.370833333333334,6,3
85,76561198731493400,6,60,60.33888888888888,5,6
86,76561198731493400,6,60,60.33888888888888,5,1
87,76561198731493400,6,60,60.33888888888888,5,3
88,76561198796747013,7,37,10.204761904761904,11,1
89,76561198796747013,7,37,10.204761904761904,11,9
90,76561198796747013,7,37,10.204761904761904,11,10
91,76561198826718196,6,526,1.913888888888889,0,1
92,76561198826718196,6,526,1.913888888888889,0,6
93,76561198826718196,6,526,1.913888888888889,0,5
94,76561198885069362,8,296,14.589583333333334,12,1
95,76561198885069362,8,296,14.589583333333334,12,2
96,76561198885069362,8,296,14.589583333333334,12,10
97,76561199027285610,8,101,9.033333333333333,5,1
98,76561199027285610,8,101,9.033333333333333,5,2
99,76561199027285610,8,101,9.033333333333333,5,8
100,76561199131606199,7,207,13.93095238095238,17,1
101,76561199131606199,7,207,13.93095238095238,17,6
102,76561199131606199,7,207,13.93095238095238,17,3
