steam_id,archetype_1,archetype_2,archetype_3,archetype_4,archetype_5
76561197960269409,0.7368806645170844,0.15428521247989416,0.17056371313253427,0.0,0.009048697809555934
76561197962437769,0.0,0.0,0.0,1.0703762801682637,0.0
76561197963260222,0.0,0.0,0.0,1.0886152411136882,0.0
76561197970698176,0.7772460004956977,0.0,0.0,0.0,0.3110270492897828
76561197977935089,0.0,0.0,0.0,0.35017409479921396,0.38983062972185867
76561197983588742,0.0,0.5281194847312128,0.3218445073954112,0.05025683824642089,0.1014066508071615
76561197985705149,0.7662000447734482,0.1445946099137631,0.1638712960715653,0.0,0.010584799837340246
76561197986997483,0.5650197199377318,0.0,0.1410575663358566,0.2558585647330506,0.0
76561197992783558,0.0,0.0,0.0,1.0224143222613722,0.0
76561197996907347,0.0,0.0,0.0,0.9810958278154084,0.0
76561197996986882,0.9975261665239225,0.0,0.0,0.0,0.0
76561197998141809,0.0,0.0,0.045344156869709884,0.0,0.9567776876289057
76561197998383791,0.0,0.0,1.0527436785332667,0.0,0.0
76561197999259031,0.02936165798622925,0.0,0.0,1.1564645488170349,0.0
76561197999482693,0.49138240410053885,0.3019474499562209,0.0,0.39410952773107255,0.0
76561198002458772,1.0750269770121397,0.0,0.0,0.0,0.0
76561198003412713,0.13356530981678139,0.8686852339340888,0.0,0.08896527754662248,0.0
76561198004559773,0.0,1.167656804157122,0.0,0.0,0.0
76561198006756264,0.0,0.0,0.0,1.0801820209401671,0.0
76561198006906614,0.0,0.03674198836079586,0.26541034012265624,0.5241329356590652,0.08736893814912573
76561198009353718,0.0,0.0,1.0566317475011864,0.0,0.0
76561198011413162,0.0,1.1910739279327085,0.0,0.0,0.0
76561198011778207,0.0,0.0,0.020232743248780133,0.0,1.017806957576519
76561198011803825,0.0,0.0,1.1030554455096493,0.0,0.0
76561198022439862,0.0,0.0,0.0,1.024525237131351,0.0
76561198025583859,0.0,0.043011290568044924,0.2666565754109947,0.5113587851847432,0.10793093832005789
76561198025679656,0.0,0.0,1.024045204505973,0.0,0.0
76561198031720187,0.0,0.0,0.00023385897549008715,0.0,1.1421865308907961
76561198032898393,0.6204797103110878,0.0,0.0,0.43322437464458285,0.0
76561198037222425,0.9581736445949832,0.0,0.0,0.0,0.0
76561198037246903,0.0,0.09144595528965092,0.3388725338011348,0.5477837352038281,0.1880972410978456
76561198041304371,0.8209020915114617,0.0,0.19074242124243201,0.14409299499218703,0.037650772697926035
76561198045196300,0.0,0.0,0.8399287107751919,0.016370914213413693,0.0
76561198046731438,0.0,0.0,1.0445626647800776,0.0,0.0
76561198048640355,0.0,0.0,0.8628071042716149,0.013858511596695253,0.0
76561198061669144,1.1945601424416663,0.0,0.0,0.0,0.0
76561198064800033,0.0,0.006338860646627494,1.1186042320515917,0.0,0.0
76561198068123705,0.0,0.0,0.0,0.0,1.1935680396325712
76561198088342032,0.0,0.0,0.9187625329325235,0.0,0.0
76561198105784816,0.0,1.1301648176235928,0.0,0.0,0.0
76561198107047766,0.0,0.0,0.0,0.9986862139974136,0.0
76561198108773562,0.0,0.0,1.0324630288322754,0.0,0.0
76561198118915505,0.0,0.4505601187041901,0.0,0.0,0.595170096350465
76561198121696622,0.0,0.0,0.0,1.1219185165018275,0.0
76561198122292277,0.0,0.0,1.1053057041060408,0.0,0.0
76561198147075448,0.0,0.0,0.0,0.0,1.125471423606271
76561198150437413,0.0,0.0,1.12765822245223,0.0,0.0
76561198159956177,0.0,0.0,1.086171959077671,0.0,0.0
76561198170036259,0.0,0.0,1.0035698766541368,0.0,0.0
76561198192893105,1.1054375488999904,0.0,0.0,0.0,0.0
76561198201248007,0.0,0.0,0.8932948469467478,0.0,0.0
76561198336656213,0.0,0.5031195828067497,0.3010373944415529,0.03927638825376811,0.10606846673583877
76561198353192608,0.0,0.6391934230270144,0.3418478272186616,0.0,0.15229525591549872
76561198796747013,0.0,0.0,1.0225516037833338,0.0,0.0
76561198829145577,0.0,0.0,1.1541722798568088,0.0,0.0
76561198961717161,0.0,0.0,1.1496455197685114,0.0,0.0
76561198975545285,0.0,0.0,0.9106238098927364,0.0,0.0
76561199027285610,0.0,0.0,1.1530881627519725,0.0,0.0
76561199122194203,0.0,0.0,0.8179082312886572,0.13584789701250516,0.0
