best_K,best_K_rss_suggestion,n_iter_final,RE_final,RSS_final,EV_final,SS_final,MMD_final,LS_final
5,5,21,7.104292386321193,50.4709703103412,0.6862107761424001,0.7823373819715174,-0.0076801354402002975,0.47575757575757577
