steam_id,total_game,total_achievement,total_playtime,topic_count_1,topic_count_2,topic_count_3,topic_count_4,genre_count_1,genre_count_2,genre_count_9,genre_count_13,genre_count_15,genre_count_17,topic_count_1_prop,topic_count_2_prop,topic_count_3_prop,topic_count_4_prop,genre_count_1_prop,genre_count_2_prop,genre_count_9_prop,genre_count_13_prop,genre_count_15_prop,genre_count_17_prop
76561198004559773,0.044692737430167606,0.23793602024218324,0.3682635796949842,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9891304347826086,0.0,0.8260869565217391,0.8369565217391304,0.0,0.842391304347826,0.0,0.0
76561198006756264,0.1662011173184358,0.23721308512560996,0.3154436430041251,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5719557195571955,0.5608856088560885,0.0,0.5608856088560885,0.0,0.0,0.5719557195571956
76561198006906614,1.0,0.2553768299295138,0.014002198271143407,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.17511520737327188,0.1774193548387097,0.17511520737327188,0.0,0.0,0.0
76561198009353718,0.09078212290502796,0.38740285559371046,0.5215126755384396,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7004608294930876,0.0,0.0,0.0,0.7004608294930875,0.7096774193548387,0.7004608294930875,0.0,0.0,0.0
76561198011413162,0.041899441340782106,0.1496475691306705,0.6536612191908726,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8351648351648352,0.8461538461538463,0.0,0.8516483516483517,0.0,0.0
76561198011778207,0.12849162011173187,0.0923549611422375,0.6656377010130476,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6311475409836066,0.0,0.0,0.6229508196721312,0.6311475409836066,0.6229508196721312,0.0,0.0,0.0
76561198011803825,0.03910614525139666,0.18010121091632025,0.28978271741998024,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8444444444444446,0.0,0.0,0.0,0.8444444444444444,0.8555555555555556,0.8444444444444444,0.0,0.0,0.0
76561198022439862,0.28491620111731847,0.215615398517983,0.2749051656942369,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43539325842696625,0.42696629213483145,0.0,0.42696629213483145,0.0,0.0,0.4353932584269663
76561198025583859,0.7262569832402235,0.2022410988613772,0.0911478313736966,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306547619047619,0.22619047619047616,0.22916666666666666,0.22619047619047616,0.0,0.0,0.0
76561198025679656,0.08798882681564246,0.13771913970721128,0.03602739719695748,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7069767441860466,0.0,0.0,0.0,0.7069767441860465,0.7162790697674418,0.7069767441860465,0.0,0.0,0.0
