,total_game,total_achievement,total_playtime,topic_count_1,topic_count_2,topic_count_3,topic_count_4,genre_count_1,genre_count_2,genre_count_9,genre_count_13,genre_count_15,genre_count_17,topic_count_1_prop,topic_count_2_prop,topic_count_3_prop,topic_count_4_prop,genre_count_1_prop,genre_count_2_prop,genre_count_9_prop,genre_count_13_prop,genre_count_15_prop,genre_count_17_prop
archetype_1,0.10638094379792234,0.15794054514255176,0.2626554522834152,0.0,0.0756682246162907,0.013003154545298448,0.9113286208384109,0.06369981767698517,0.28125675978640646,0.9391586653903987,0.8018097417646528,0.06040635533631192,0.853668660045245,0.0,0.07105430848115103,0.01195239458204201,0.6485023791634522,0.05926875861572422,0.20108395399405063,0.6591699656610308,0.5691889404510255,0.05465336911380602,0.6306628248297779
archetype_2,0.09015167760486911,0.16417109559465565,0.37701620216589393,0.0008734896154080919,0.06208680183157762,0.8306551113989435,0.1063845971540707,0.9588146142233348,0.8386878100278927,0.29583416352059705,0.7453512222560681,0.0,0.16131218997210725,0.0006476605928879511,0.05196395370686389,0.7433811778802485,0.07961137763355149,0.7235048679154618,0.6262898925936329,0.1729369661641711,0.6172103505188059,0.0,0.13531584768910337
archetype_3,0.14081349221297945,0.25028364238679734,0.28650573978865773,0.8932134795682615,0.002736947889670746,0.040121327156716416,0.06392824538535126,0.9722925173091469,0.9659847076923537,1.0,0.013908534186120713,0.034015292307646265,0.013798948504732336,0.6402383727955347,0.0015696052245583421,0.027705433797389045,0.03313065644889967,0.6779705093212259,0.6721292748378337,0.6974156155242095,0.009428122579499628,0.034015292307646265,0.010400768614332149
archetype_4,0.25164079389790833,0.22916673314983949,0.2697014724560591,0.012726632402335566,0.026834108989643307,0.013678477029624,0.9467607815783969,0.936153090241449,0.16115370838552479,0.9361474988234497,0.03701839218690681,0.07044255286778389,0.8590847574948853,0.011095427910137753,0.015362278008940777,0.009992800260409579,0.5196582573412308,0.49468452548708125,0.06565453901987625,0.4941914188980155,0.035537828927668776,0.05560946744780165,0.49811622506309794
archetype_5,0.09629916157013343,0.14620980562502636,0.35178392750919957,0.0,0.8937306260566485,0.04776374317091551,0.05850563077243575,0.9511023458967569,0.9069529103859422,0.869229583161575,0.12291489329882725,0.051754595296988753,0.09804567195990982,0.0,0.7156628402200059,0.03433700171676009,0.02751559505813539,0.7172908171990207,0.7036516172634532,0.667510437331359,0.10737071588771244,0.029244232286774308,0.07366016365553385
