Steam ID,jumlah_game_z,total_waktu_z,total_achievements_z
76561197960269409,0.08175598105433526,1.07500611150667,0.06296489703262402
76561197962437769,-0.31793992632241397,-1.0623384654217556,-0.6832111094019929
76561197977935089,0.08175598105433526,1.1551142742482965,-0.5945565343800582
76561197983588742,1.280843703184583,0.5859788501463185,0.27721345333563285
76561197985705149,-0.7176358336991632,-0.9372521415811608,-0.6388838218910255
76561197986997483,0.8811477958078336,-0.9191726846688303,-0.1438957780185569
76561197992783558,0.48145188843108444,-0.24993880400346194,1.392783522361644
76561197992939661,-0.31793992632241397,-0.04562624214867107,-0.5797807718764024
76561197996907347,0.08175598105433526,-0.7320576549989392,-0.5059019593581235
76561197998383791,-0.31793992632241397,-0.7374961908180956,-0.5576171281209188
76561198004559773,-0.31793992632241397,-0.37855282675377994,-0.18822306552952425
76561198006756264,0.8811477958078336,0.75016383690301,0.1516194720545587
76561198011778207,1.280843703184583,0.6666749627062322,-0.42463526558801673
76561198012450682,0.48145188843108444,1.1471769517014199,-0.609332296883714
76561198037222425,1.6805396105613322,-0.12970306616373614,-0.09956849050758956
76561198037246903,1.6805396105613322,3.4528221641145462,3.0033416352601243
76561198040729539,-0.31793992632241397,0.7733878547253531,1.2228622535696028
76561198042114922,-0.7176358336991632,-0.03283833360092528,-0.025689677989310666
76561198043040051,-2.716115370582909,-1.0639553274220452,-0.6684353468983371
76561198046731438,-0.7176358336991632,0.6446268445204634,-0.21777459053683582
76561198049611174,-1.1173317410759123,-0.8362717602903397,-0.5871686531282303
76561198061669144,0.48145188843108444,-0.023284149053758977,-0.7570899219202718
76561198064055378,0.08175598105433526,0.4864683434012153,-0.5132898406099514
76561198064800033,0.48145188843108444,-0.6053544691580547,3.232365954066789
76561198068123705,0.08175598105433526,-0.6879614186274018,-0.5723928906245745
76561198088342032,0.48145188843108444,-0.5774268527894143,0.04818913452896824
76561198121696622,-1.5170276484526615,-1.1355382177985078,-0.8383566156903786
76561198147075448,0.08175598105433526,-0.5527329604213531,-0.1586715405222127
76561198151246013,-0.31793992632241397,0.8993561032933787,0.3806437908612233
76561198159956177,-0.31793992632241397,-0.8821318461167388,-0.2990412843069426
76561198192893105,1.6805396105613322,0.7716240052704914,-0.32859280931425416
76561198201248007,-0.31793992632241397,-0.6498916678933075,-0.6314959406391977
76561198328154513,-2.716115370582909,-0.7599852713675797,-0.6979868719056487
76561198336656213,-0.7176358336991632,-1.0717456625143502,-0.9196233094604854
76561198354879869,1.6805396105613322,0.03845058186639361,-0.15128365927038478
76561198379680951,1.280843703184583,0.6959254661660187,-0.2547139967959753
76561198380925613,-0.31793992632241397,3.0280284204020687,-0.20299882803318003
76561198397520727,0.8811477958078336,-0.2218642001802498,-0.42463526558801673
76561198731493400,-1.1173317410759123,0.05226740259614201,-0.7718656844239276
76561198796747013,-0.31793992632241397,-0.5702244675153966,-0.6388838218910255
76561198826718196,-0.7176358336991632,-1.0457288830551432,2.951626466497329
76561198885069362,0.08175598105433526,-0.15865959471437924,1.2524137785769143
76561199027285610,0.08175598105433526,-0.535976390600169,-0.18822306552952425
76561199131606199,-0.31793992632241397,0.3806373761095252,0.8977954784891756
