UserID,Page,Game,Genre,Rating,Review,Playtime,PostedDate
76561198041304371,1,FANTASY LIFE i: The Girl Who Steals Time,RPG,Recommended,Animal crossing X Zelda X single player MMO,17.4 hrs on record																					(15.7 hrs at review time),N/A
76561198041304371,1,The Hundred Line -Last Defense Academy-,"Adventure, Simulation",Recommended,"This game has a 25 hours long prologue, and every minute is great",29.8 hrs on record																					(22.9 hrs at review time),N/A
76561198041304371,1,The Inheritance of Crimson Manor,"Adventure, Indie",Recommended,Good puzzles,4.5 hrs on record,N/A
76561198041304371,1,Is this Game Trying to Kill Me?,"Action, Adventure, Indie",Recommended,Excellent,3.4 hrs on record,N/A
76561198041304371,1,Access Denied: Escape,"Adventure, Indie",Recommended,good puzzle game,2.8 hrs on record,N/A
76561198041304371,1,N/A,N/A,Recommended,Good fun,143.4 hrs on record																					(99.1 hrs at review time),N/A
76561198041304371,1,Baldur's Gate 3,"Adventure, RPG, Strategy",Recommended,RIP Stickpit,106.5 hrs on record																					(82.1 hrs at review time),N/A
76561198041304371,1,Pillars of Eternity II: Deadfire,RPG,Recommended,Brilliant RPG,33.7 hrs on record																					(33.6 hrs at review time),N/A
76561198041304371,1,Balatro,"Casual, Indie, Strategy",Recommended,Simple and brilliant,17.3 hrs on record																					(8.2 hrs at review time),N/A
76561198041304371,1,pyramida,"Indie, Strategy",Recommended,Good small game,5.0 hrs on record,N/A
76561198041304371,2,XCOM: Enemy Unknown,Strategy,Recommended,Great game,99.3 hrs on record,N/A
76561198041304371,2,(the) Gnorp Apologue,"Casual, Indie, Simulation, Strategy",Recommended,gnorp,16.2 hrs on record																					(10.1 hrs at review time),N/A
76561198041304371,2,Across the Obelisk,"Adventure, Indie, RPG, Strategy",Recommended,"Slay the Spire, now with friends!",43.5 hrs on record																					(25.4 hrs at review time),N/A
76561198041304371,2,Bronzebeard's Tavern,"Casual, Indie, Simulation, Free To Play",Recommended,"Kinda of works, can't complain for the price",2.6 hrs on record,N/A
76561198041304371,2,Wandering Sword,"Adventure, Indie, RPG, Strategy",Recommended,Great games for fans of Wuxia,11.5 hrs on record																					(4.8 hrs at review time),N/A
76561198041304371,2,XCOM® 2,Strategy,Recommended,XCOM 3 when?,271.9 hrs on record																					(221.5 hrs at review time),N/A
76561198041304371,2,Final Profit: A Shop RPG,"Casual, Indie, RPG, Simulation",Recommended,"Underrated gem. The writing is suprisingly good, funny, and at times unexpectedly brutal. The gameplay loop itself is fun. Everytime i think i've seen everything the game has to offer, a new character / mechanic / plot is revealed. Great game",9.0 hrs on record																					(5.6 hrs at review time),N/A
76561198041304371,2,One Step From Eden,"Action, Adventure, Indie, Strategy",Recommended,Decent,5.1 hrs on record,N/A
76561198041304371,2,Forager,"Action, Adventure, Indie, Simulation",Recommended,Good fun,23.2 hrs on record																					(15.9 hrs at review time),N/A
76561198041304371,2,Hero's Hour - Supporter Pack,"RPG, Strategy",Recommended,Nice skins for the top tier units,0.0 hrs on record,N/A
76561198041304371,3,Hero's Hour,"RPG, Strategy",Recommended,Superior to the original HOMMIII in my opinion,23.4 hrs on record																					(6.4 hrs at review time),N/A
76561198041304371,3,Simmiland,"Indie, Simulation",Recommended,V good,1.9 hrs on record,N/A
76561198041304371,3,Stacklands,"Casual, Indie, Simulation",Recommended,Short but fun,3.8 hrs on record,N/A
76561198041304371,3,The House of Da Vinci,"Adventure, Indie, Strategy",Recommended,Good,10.2 hrs on record,N/A
76561198041304371,3,One Way Heroics,"Indie, RPG",Recommended,Better than it looks,28.3 hrs on record																					(27.9 hrs at review time),N/A
76561198041304371,3,Graveyard Keeper,"Adventure, Indie, RPG, Simulation",Recommended,Excellent game,60.4 hrs on record																					(25.0 hrs at review time),N/A
76561198041304371,3,Baba Is You,Indie,Recommended,Very creative game,3.7 hrs on record,N/A
76561198041304371,3,Loop Hero,"Indie, RPG, Strategy",Recommended,Just one more loop,34.2 hrs on record																					(15.2 hrs at review time),N/A
76561198041304371,3,Raft,"Adventure, Indie, Simulation",Recommended,"Great game, can't believe it's only in early access, feels so well polished. Great job, developer!",73.4 hrs on record																					(8.9 hrs at review time),N/A
76561198041304371,3,Chinese Parents,"Casual, Indie, RPG, Simulation",Recommended,V Good,12.1 hrs on record																					(6.8 hrs at review time),N/A
76561198041304371,4,Monster Train,Strategy,Recommended,V good,16.8 hrs on record																					(9.8 hrs at review time),N/A
