UserID,Page,Game,Rating,Review,Playtime,PostedDate
76561198875048347,1,N/A,Recommended,really good game to just ♥♥♥♥ about in especially with modded cars on certain modded maps would recommend even on keyboard,193.8 hrs on record																					(180.1 hrs at review time),N/A
76561198875048347,1,N/A,Recommended,This has quite a good story and i was rather intrigued by the idea of an apocalypse in russia. It also made me like the series and i have now bought exodus soo hopefully it  lives up to this.,32.2 hrs on record,N/A
76561198875048347,1,N/A,Recommended,really good cheap thrill for the price i got it well worth it. Also i think i may have shat my self.,1.2 hrs on record																					(1.0 hrs at review time),N/A
76561198875048347,1,N/A,Recommended,one of the best if not the best gm i have ever played. u can do anything its the ultimate sandbox. really fun by ur self and some of my fav moments on my pc with friends,"1,027.2 hrs on record																					(550.2 hrs at review time)",N/A
76561198875048347,1,N/A,Recommended,perhaps the most unpolished game i have ever played literally unplayable the real engine 5 really killed this game and would never recommend this game just dont buy it for ur sake,109.7 hrs on record																					(6.3 hrs at review time),N/A
76561198875048347,1,N/A,Recommended,⡴⠑⡄⠀⠀⠀⠀⠀⠀⠀ ⣀⣀⣤⣤⣤⣀⡀ ⠸⡇⠀⠿⡀⠀⠀⠀⣀⡴⢿⣿⣿⣿⣿⣿⣿⣿⣷⣦⡀ ⠀⠀⠀⠀⠑⢄⣠⠾⠁⣀⣄⡈⠙⣿⣿⣿⣿⣿⣿⣿⣿⣆ ⠀⠀⠀⠀⢀⡀⠁⠀⠀⠈⠙⠛⠂⠈⣿⣿⣿⣿⣿⠿⡿⢿⣆ ⠀⠀⠀⢀⡾⣁⣀⠀⠴⠂⠙⣗⡀⠀⢻⣿⣿⠭⢤⣴⣦⣤⣹⠀⠀⠀⢀⢴⣶⣆ ⠀⠀⢀⣾⣿⣿⣿⣷⣮⣽⣾⣿⣥⣴⣿⣿⡿⢂⠔⢚⡿⢿⣿⣦⣴⣾⠸⣼⡿ ⠀⢀⡞⠁⠙⠻⠿⠟⠉⠀⠛⢹⣿⣿⣿⣿⣿⣌⢤⣼⣿⣾⣿⡟⠉ ⠀⣾⣷⣶⠇⠀⠀⣤⣄⣀⡀⠈⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇ ⠀⠉⠈⠉⠀⠀⢦⡈⢻⣿⣿⣿⣶⣶⣶⣶⣤⣽⡹⣿⣿⣿⣿⡇ ⠀⠀⠀⠀⠀⠀⠀⠉⠲⣽⡻⢿⣿⣿⣿⣿⣿⣿⣷⣜⣿⣿⣿⡇ ⠀⠀ ⠀⠀⠀⠀⠀⢸⣿⣿⣷⣶⣮⣭⣽⣿⣿⣿⣿⣿⣿⣿⠇ ⠀⠀⠀⠀⠀⠀⣀⣀⣈⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇ ⠀⠀⠀⠀⠀⠀⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠃,307.9 hrs on record																					(49.9 hrs at review time),N/A
76561198875048347,1,N/A,Recommended,good with friends intense would recc,152.6 hrs on record																					(33.3 hrs at review time),N/A
76561198875048347,1,N/A,Recommended,fun gm,60.3 hrs on record																					(8.4 hrs at review time),N/A
76561198875048347,1,N/A,Recommended,slurp...not bad slurp,434.2 hrs on record																					(5.3 hrs at review time),N/A
76561199000950114,1,N/A,Recommended,If only every vr mod were like this,18.4 hrs on record,N/A
76561199000950114,1,N/A,Recommended,Totally recommend if you enjoy BDSM in form of the video game,25.5 hrs on record																					(23.5 hrs at review time),N/A
76561199000950114,1,N/A,Recommended,High quality remake of classic game,18.1 hrs on record,N/A
76561199000950114,1,N/A,Recommended,Disregard of technical issues it's still a good game,150.1 hrs on record																					(78.2 hrs at review time),N/A
76561199000950114,1,N/A,Recommended,Underrated gem,67.4 hrs on record																					(41.7 hrs at review time),N/A
76561199000950114,1,N/A,Recommended,Cyberpunk + immersive sim = ❤️,46.6 hrs on record																					(44.6 hrs at review time),N/A
76561199000950114,1,N/A,Recommended,Gameplay become more limited than in previous games but storytelling still strong,28.2 hrs on record																					(23.7 hrs at review time),N/A
76561199000950114,1,N/A,Recommended,Good sequel with a lot of gameplay improvements,32.3 hrs on record																					(25.9 hrs at review time),N/A
76561199000950114,1,N/A,Recommended,Classical immersive sim,54.7 hrs on record																					(19.3 hrs at review time),N/A
76561199000950114,1,N/A,Recommended,Too few of original ideas but still good,43.5 hrs on record																					(36.6 hrs at review time),N/A
76561199000950114,2,Batman: Arkham City - Game of the Year Edition,Recommended,Great sequel for good game,46.8 hrs on record,N/A
76561199000950114,2,Batman: Arkham Asylum Game of the Year Edition,Recommended,Very good game even for not DC fans,20.0 hrs on record,N/A
76561199000950114,2,Max Payne 2: The Fall of Max Payne,Recommended,Good and underrated,6.7 hrs on record,N/A
76561199000950114,2,N/A,Recommended,"All time classic, but needs to be patched for modern systems",8.2 hrs on record																					(3.1 hrs at review time),N/A
76561199000950114,2,Max Payne 3,Recommended,One of the best third person shooter so far,61.1 hrs on record																					(5.1 hrs at review time),N/A
76561199000950114,2,Detroit: Become Human,Recommended,Totally recommend.,20.3 hrs on record																					(18.4 hrs at review time),N/A
76561198409698028,1,Max Payne 3,Recommended,this game is very graphic and fun 10/10,13.8 hrs on record																					(2.9 hrs at review time),N/A
76561199095146679,1,NBA 2K25,Recommended,"despite slight graphical tweaks due to owning a RTX 2060 Super, It's challenging and if you're a basketball fan, its fun.",473.9 hrs on record																					(49.9 hrs at review time),N/A
76561199095146679,1,Project Zomboid,Recommended,Hella Lit!,156.0 hrs on record																					(129.8 hrs at review time),N/A
76561199095146679,1,METAL GEAR SOLID 3: Snake Eater - Master Collection Version,Recommended,"Truely a classic video game to have and show future generations! the only terrible thing about is the lack of innovation from the Company's side.... It really reflects what we mean to them. Somehow, we could the say the same back to them. Let us hold hands and pray for MGS3 Delta.",66.4 hrs on record																					(24.7 hrs at review time),N/A
76561199095146679,1,METAL GEAR SOLID - Master Collection Version,Recommended,"A masterpiece of a game. The only downside is that for the full retail price, it should of been more high quality and perhaps improved",46.8 hrs on record																					(7.2 hrs at review time),N/A
76561199095146679,1,METAL GEAR SOLID V: GROUND ZEROES,Recommended,"A good Add-on to MGS 5 V to give more backstory to such a prestigious character, Big Boss.",36.2 hrs on record																					(17.2 hrs at review time),N/A
76561199095146679,1,METAL GEAR SOLID V: THE PHANTOM PAIN,Recommended,A good stage of the MGS series,281.7 hrs on record																					(55.6 hrs at review time),N/A
76561199095146679,1,Grand Theft Auto IV: The Complete Edition,Recommended,"it's fun to mod, don't tell the cops",183.9 hrs on record																					(37.8 hrs at review time),N/A
76561199095146679,1,ELDEN RING,Recommended,"Dear Steam Elden Ring Potential buyer, I was playing this game basically as caution as I can and the times bosses were encountered really seem against my odds, the mechanics (at least on my PS5 controller) seem very stale and lack more fluidity toward an enjoyable combat. Besides that, The more sinister character seem to gravitate towards you more and it's just not darn fair! If you're curious about the game but don't care about leveling up and enjoying yourself, be my guest, buy the game But, if you like actually gameplay and enjoyment, to be honest, don't buy the game. Graphics: F**king awesome of course, it's 2022 In Conclusion, buy it when it's on sell and you are like 3 xanax, because it's a headache.",38.4 hrs on record																					(7.7 hrs at review time),N/A
76561199095146679,1,Resident Evil 7 Biohazard,Recommended,Epic!,26.9 hrs on record																					(17.0 hrs at review time),N/A
76561199095146679,1,Resident Evil Village,Recommended,Classic,75.2 hrs on record																					(33.4 hrs at review time),N/A
76561199095146679,2,Splitgate,Recommended,"Very very fun! very similiar to Halo, Portal and Super Smash bros lol",10.3 hrs on record																					(4.7 hrs at review time),N/A
76561199095146679,2,NBA 2K22,Recommended,"This game is great, guys I know people have been having commitment issues due to NBA 2k21 but trust me everybody its completely different, more logical too Just don't play bad and practice !",806.1 hrs on record																					(19.0 hrs at review time),N/A
76561199095146679,2,Dead Rising 4,Recommended,"Well, as far as it goes for gameplay, it's pretty repetetive hack and slash like the typical DR1 but it has a variety of weapons AND creations. So, basically, to me its a DR 3 reboot but with DR1 as a reminiscent hook to keep playing If you love  the Dead Rising Series, give her a buy, I mean, the inner 2006 DR fans wanna know what happened to Frank West!",15.7 hrs on record																					(5.7 hrs at review time),N/A
76561199095146679,2,N/A,Recommended,such a lovely story with such a unique gameplay mechanic keep you delivering 24/7,38.6 hrs on record																					(19.6 hrs at review time),N/A
76561199095146679,2,Valheim,Recommended,very similar to Minecraft and Runescape but has its unique mechanics that maintains the game's development. I recommend to play with friend and build a society!,224.3 hrs on record																					(33.3 hrs at review time),N/A
76561199095146679,2,Max Payne 3,Recommended,Epic ass kickin'!,76.2 hrs on record																					(11.9 hrs at review time),N/A
76561199095146679,2,DEVOUR,Recommended,"autentically scary, play with friends",1.0 hrs on record,N/A
76561199095146679,2,Gears 5,Recommended,Very nostalgic for those 2006 players,106.3 hrs on record																					(7.9 hrs at review time),N/A
76561199095146679,2,Red Dead Redemption 2,Recommended,"Truly a Storybook of a video game and a true prequel to Red Dead Redemption for the Playstation 3. At this point, i'm dying for some story mode add-ons or RDR1 remastered. Great Game, if not the best.",446.1 hrs on record																					(30.2 hrs at review time),N/A
76561199095146679,2,Assassin's Creed 2,Recommended,"Very nostalgic, a challenge in which i am seeking. if you got extra cash pick her up and take her home :)",18.5 hrs on record																					(5.7 hrs at review time),N/A
76561198808012262,1,ELDEN RING,Recommended,worse dark souls,312.8 hrs on record																					(292.0 hrs at review time),N/A
